learner_id,course_id,quiz_score,engagement_score,content_type
L00327,eMpDmiwrEey_gAqlB2poCQ,4.8,62.2,
L00327,WQ_xuxtnEeq_igojzzC-Aw,38.7,48.3,
L00329,KjJe5St0EfC0jQ69FLGfvw,55.3,57.9,
L00329,BuO0neR5EeWYOBIRup69HQ,44.7,36.1,
L00329,UGiR-GbLEfCZkgr__qctWQ,27.0,40.7,
L00330,GpKolfLGEe-Regr_6Kw4YQ,37.4,48.4,
L00331,G-GCrOG4Ee6kgA4xMDRraQ,49.0,64.1,
L00331,2SRe1KWrEei-Ig6IBTcCNA,50.9,66.9,
L00331,XLFztn00EfCSghLraBu5sQ,75.6,76.4,
L00331,MsanpbjREe-Xow4gBs9Frw,98.2,81.0,
L00331,y_FEcMmzEe-nVgr_-cPFDQ,85.4,75.8,
L00331,KN_9MgB7Ee-s6A6gNZn4pQ,52.4,81.7,
L00331,FTErVpymEeuCPBKttbjAlQ,59.4,59.7,
L00331,6YUb5lHkEeuV3xJQIImqCQ,67.5,82.5,
L00332,YUzc4pjUEe6JrQqCsv_uvw,29.3,43.6,
L00332,KRAVE6dBEeStlyIACxeZeQ,52.1,83.4,
L00335,IaGeKyf3Ee-I1wr_7a5dgw,95.7,83.4,
L00336,mTZFe8cpEeyyUBK3-TLTlw,68.9,71.5,
L00336,gbfALuBMEemE_go1N_G8Fg,59.2,60.4,
L00336,QnMKPfZ3Ee2fnxIInyWU6Q,52.7,56.2,
L00336,BST02GJsEeuj5A4IE9yi4Q,77.6,73.3,
L00336,7DWhFqCcEeiHSwpu2LKX4A,60.7,80.0,
L00336,rtOBf2FBEe-e0g4kKcdYJQ,46.0,62.9,
L00337,EC_I6yYgEe6JJAruShrzEQ,64.0,77.5,
L00337,4syefI_DEe-jlw4NkAElrw,49.8,55.1,
L00337,WrUTYralEe-JHhL4HU-TUQ,65.0,85.6,
L00337,FfxW8Pe2EeygtQ689i7kPw,74.7,87.9,
L00337,3bkTOtzVEequVRKuqBsDQw,28.6,79.7,
L00337,1_oZ3C1IEeyjtw7aZIoBxw,81.3,87.7,
L00337,LZrccplMEeuvAhKafbQOPQ,59.3,60.4,
L00337,MqUjEnp1Ee-cBRK_mZB3Bw,89.7,53.2,
L00337,MfP82qsvEe6wGxK96EWoDQ,55.4,75.6,
L00337,SefPTj7VEfCseQ7q_2K0iw,57.9,62.5,
L00337,_yaf8yYpEe6wQA4DcxzwjQ,92.9,56.2,
L00337,Av8sdKTtEeWzOhI8vzQnoQ,61.7,60.2,
L00337,eJtA6li1Ee-Hewr_7yl6ww,48.9,82.9,
L00337,vjx4qla3EeuMkArab-7zbw,75.2,54.2,
L00339,m2-fcEzpEfCqjwr_1EnQcQ,46.4,47.4,
L00339,4RuOPfhqEeaqRQre9lVeCA,90.4,69.2,
L00339,8X1QnatdEeixzwpXZnA2cA,91.5,54.1,
L00339,X_ZG4rVzEeWq2A7HIftJ6w,52.5,59.4,
L00340,NTwmMzzKEfCOuAr_zZaBvQ,83.1,82.4,
L00340,v53-p9fwEe-bwhITEGGo8Q,97.4,92.5,
L00340,2PcYz1giEfCekhJDthqyWw,76.5,86.4,
L00340,ZqfR0mMmEeaCYxJIZlTIQQ,65.7,76.6,
L00340,jwf1uwKYEeu1OQo8yCfnIw,86.1,90.2,
L00340,zLMCX3WiEe-CnQ7q4pwsMw,92.3,82.7,
L00340,BDEIqImqEeuqDwqw9ez0Fw,94.9,99.0,
L00342,7jEat7ioEeWfYA612mWHZw,61.8,53.2,
L00342,SblrVApyEeubJBIM7h4jow,47.5,12.4,
L00342,U656wvYwEe2OqwqhrYNGhQ,100.0,100.0,
L00342,ujDaYENhEeSfwCIACxeXRw,36.7,100.0,
L00342,RPO4kzIgEe-MmBK4EgZ1qQ,86.7,65.3,
L00343,kCVhhDrnEe-9Ig7qA4dB5w,55.5,78.7,
L00343,A4Nh3WfqEeixFQ5lHP1hIg,71.0,66.1,
L00343,kzPWB3k1Ee-cBRK_mZB3Bw,39.8,68.4,
L00343,BNn2A0ClEfCseQ7q_2K0iw,82.7,98.7,
L00343,kyGThmZyEe6vIRJJdXRzxQ,52.7,50.3,
L00343,4bSu6ROdEeuC3g7_cNxaEQ,78.2,50.0,
L00343,ER3vm2IPEe62wwrYx-2qTQ,72.0,55.2,
L00344,VXaapUMeEe6M6ArdAkKxFQ,47.7,88.4,
L00344,r_m5FeZVEeylDwrgib08tw,80.2,67.0,
L00344,TR5EU52OEe6OUwokHQTVtw,58.7,62.4,
L00345,LaDmWbu3EeqyAQpr8ZeG6Q,80.6,100.0,
L00345,zwqURwiiEeahpQ5cgS1w4w,78.7,90.1,
L00345,YTqP2fpXEe2oqA7yk3FAwQ,50.8,89.8,
L00345,Sd89891REe2hNRJwYmvh7w,79.1,97.6,
L00345,QGThhQ3LEe-knBIDDnXmpw,83.8,100.0,
L00345,eIp6A1hYEeykrgqkBdHyJQ,73.9,85.6,
L00345,tTat0VwuEeeDOQrEEZRi7A,100.0,92.5,
L00346,kmpgKZ4nEeuioQqjW1Jtiw,69.4,80.0,
L00346,72Sl1E8WEe-mywr_6bZvLw,71.5,92.3,
L00346,4EGqnKb8EemgMQo0VxGZAA,89.7,75.4,
L00346,sK6edjzPEees8grTZvuQjA,88.8,78.9,
L00346,vBUzDT9kEe-9Ig7qA4dB5w,77.9,90.5,
L00346,KzxMxh2UEeyNYgrqC77JMw,93.7,83.9,
L00347,tQnusisnEe6mDAo3fVlzHw,32.3,8.8,
L00348,Hfv9gzTZEea_2AoR0P8XnQ,84.1,82.8,
L00348,6LszQw6wEe-F5Ar_6pGsqw,83.0,69.6,
L00348,T1m-uDWGEeaMGQ62fT8BeQ,72.1,87.7,
L00348,yMO7k8oFEeuSaBKehLlWLQ,93.5,82.1,
L00348,ZRF0NkhUEe--LxKeIkG8pQ,100.0,96.7,
L00348,DwrO3_P4Ee-UFAr__B_qpQ,91.1,65.9,
L00348,64p5NhxlEe-Ojg4Sufxjbw,77.6,100.0,
L00350,fHouPsQUEeWDDQ4fZ3F5Pw,42.7,67.2,
L00350,1Iy4sTEyEeu4yQpPQkhcrw,66.1,57.5,
L00350,I7xRPnjlEeuIrRIFuaY2iw,51.2,55.6,
L00350,LaDmWbu3EeqyAQpr8ZeG6Q,47.9,78.9,
L00351,1psdSVOIEeyc0w4h2jEFEQ,72.4,65.8,
L00351,OAyrZ4C8EeaajBLtQE6fuQ,84.1,86.7,
L00353,5USlgxoREeyguw70hCEltQ,47.2,48.8,
L00353,JiDDqTSJEe-f9Q6oSqnk-Q,60.9,73.9,
L00355,zi5SzfD1Ee6gPxJK4ChNFw,13.6,56.5,
L00356,9RZQz2d4Ee2UXgqXO2IIlw,46.8,79.2,
L00357,IorzbfyKEeu9eBIb90qKRQ,68.0,87.1,
L00357,7uGztWmBEe2WbhJ1ZbyWCw,66.4,51.4,
L00357,cBaHQnIbEeu2XQoVDUe5NQ,66.9,76.7,
L00358,_gIc1ph8EeuUXhLsIR-6gQ,72.6,92.9,
L00358,GDp6gzrnEeWCYBKNeFwojw,68.7,100.0,
L00358,ZvZKylHwEeuV3xJQIImqCQ,74.7,81.5,
L00358,GouKYZ8mEe6oNQ7uEuvwYQ,84.1,95.3,
L00358,rfk1SZOTEe6n5Q7IOfRXqQ,79.0,95.6,
L00359,aQ-iy3X9EeuG_xLe4EWIOw,83.8,86.2,
L00359,hv8gM0mbEe-SdxJ_Axw1wQ,47.2,85.4,
L00360,D7OAYN2HEe-L_Q47HwVgtw,71.6,63.7,
L00360,GlbTFEMUEfClyxI_Dgx85Q,92.3,100.0,
L00361,-cU13ARSEee5kw7fsxuOhg,68.5,74.9,
L00363,-xN_Y_hdEe685RKHZHPURQ,77.9,80.6,
L00364,UH4w_LX7Ee60XAp4D5XYaQ,45.2,31.9,
L00365,rAgoEslsEe2r6xJoYVaBQQ,29.5,51.9,
L00365,Qf8W2DrqEfCxwxJQM9bC_Q,92.4,84.3,
L00365,p5ho4kMLEfC6-g6hfV5HWQ,77.7,54.3,
L00365,dZuQ4VicEeWbIxLOmbkGCQ,57.2,37.1,
L00365,olPZGG8tEe-CUA7-5BJkaw,69.5,41.4,
L00365,ngxyFAt8Ee6ByQpITpQoaQ,42.7,64.8,
L00366,mjgFz-NrEeqzHRIG_5eHaQ,91.9,57.4,
L00367,Q5o-hKIwEeWzcRL32DA-SQ,83.2,68.2,
L00367,1jFUizigEei-DA6IqIEwYg,79.1,93.5,
L00367,SEPdbpVUEeq3exJVY3IqDw,74.2,83.9,
L00367,jvbebe2aEei-9xJAr2ZhBg,62.2,67.6,
L00367,A4VNBqkuEeyjPxJkzIUqCw,84.7,67.3,
L00367,hwiBZm0vEeWbyw5d8C-Blw,82.2,85.8,
L00367,UUqCr3mKEe-cBRK_mZB3Bw,79.2,83.7,
L00367,K_FtIpDcEeyw3RKLNRxAsw,69.3,82.8,
L00367,9_CV8KaSEe-syBKvuiDv_w,94.2,82.4,
L00367,SkarSWEIEeuu-xLe1JcYrQ,95.9,66.5,
L00367,fY-IZqyxEeyiqQr1qP1QDw,90.1,87.8,
L00368,RvM0XYwxEeiwFA5iHyGphA,65.7,58.7,
L00368,lMzx9Zw8Eei8YRKKGEAtxg,72.5,68.6,
L00368,I4RbHTTPEeaU3A4B1dNclw,72.1,76.7,
L00369,dNnOEjfZEeWO-Qq6rEZAow,55.3,68.3,
L00369,wDN4Nb6iEeu4QQ7vKEbibQ,45.6,62.1,
L00369,TRYIblVBEfCW8Q55q1kSNQ,66.0,51.5,
L00369,CZQSsVISEeuoIw4T1lBSSQ,65.6,93.1,
L00369,_eColyhWEeyavRI3rIvGvQ,54.1,56.1,
L00370,NdNxaOz7Ee64lRLEdYA8Fw,87.8,52.9,
L00371,2tGO-odSEfCzbgr_1h6UfQ,74.3,72.4,
L00372,C0ojOh90Ee-OKgr_-c4_gQ,59.6,68.1,
L00372,D9ht-Y1WEe6qjBKudCOf-w,73.8,52.6,
L00373,dGlddlNhEe-mywr_6bZvLw,55.9,78.6,
L00373,ThrW9v7eEe2-pgqew4M3vw,65.2,65.2,
L00373,qfF5u0J_EfC6-g6hfV5HWQ,66.2,47.7,
L00374,pMtS0VKxEeyVGA66xJWpIw,58.4,100.0,
L00374,NyjWc9BHEeqnlw5xS4s2_w,64.4,81.9,
L00374,lpp05ScEEey4dA6DVmO2QQ,54.7,74.1,
L00374,RO728xoIEeWg_RJGAuFGjw,82.0,81.8,
L00374,kzlDMA3lEe-PZgr_4p5lOw,80.7,68.4,
L00374,I3DHzHhsEfC1jRJm2R_Okw,95.2,58.0,
L00374,yldAEVpKEe-6gRJ5RLvfNQ,90.7,92.5,
L00375,qogqSFgBEeWBNwpVGuknww,64.9,53.9,
L00375,miFF5HqMEeWpcQ7HugVD8Q,25.4,54.6,
L00375,KshpkHR4EfCHNwr_6AsATQ,94.1,48.2,
L00375,f6gZrWUIEe2piwrmyBNtEQ,33.3,52.3,
L00375,SmqAzXGpEe-uqRL6e5om0w,57.2,54.6,
L00375,dPkbnh6zEeWP0w4yK2369w,21.2,54.4,
L00375,jxsqMGPDEfC0aBLgb0yDNQ,18.8,61.2,
L00376,ND8vXNzHEeqiyA5vbdhWyQ,69.0,55.2,
L00376,PCagZyziEe-fXA7rs9T_Xw,64.8,47.4,
L00376,-3mrVvy8Ee6mvg738PZ9QQ,48.9,61.2,
L00376,vDNsxhbQEe-r_Ar_6dbL9Q,55.2,75.3,
L00376,hv8gM0mbEe-SdxJ_Axw1wQ,63.8,75.4,
L00376,ndapzR5iEemGig7OO3_EEA,62.3,75.4,
L00377,RbgHLWPuEfCA0Qr_wn9qKQ,74.0,76.7,
L00377,cUJZKmgZEfCNmBLKjrx-sw,62.9,92.0,
L00377,CPy7BAtMEeeyDAoXlzPrFg,79.6,73.8,
L00377,w-ERrUzuEfCqjwr_1EnQcQ,88.8,78.0,
L00377,7O5BG37tEe6YcxIl5B3wQw,89.4,88.2,
L00377,2SRe1KWrEei-Ig6IBTcCNA,93.8,93.9,
L00377,yFZxWd8aEeWDLBKS83bB7Q,71.5,94.8,
L00377,R2YUm_NXEe2QYAqHI8bXAQ,96.1,61.5,
L00377,728VSVJtEeyzTBIwE4Z6fQ,100.0,76.5,
L00377,GFNzvTtiEe6U4g7a-RyA1w,96.6,75.2,
L00377,vi3ufiSHEe6D3gppn8i3rw,85.6,74.2,
L00377,059ghDSaEe-6tAr__zzCRw,71.3,82.4,
L00377,v1Lxg5tGEeio0ArTDBQRMA,84.3,69.1,
L00377,D-6DMlZaEfCt0wr_8L_7mQ,87.6,97.5,
L00378,YUzc4pjUEe6JrQqCsv_uvw,89.4,76.9,
L00378,z__IU0hoEe-xRA6omnSgfQ,84.7,62.8,
L00378,y0M4k8wzEeqy8BIjEXOigQ,78.0,83.3,
L00378,U9wbh2Q4EeiyMhJxqdQ2EA,86.3,100.0,
L00378,yLGvrs1tEeycKxKP0FOp5w,73.0,80.7,
L00378,m6E0SZF7EeutdhLeSmY08w,74.6,69.4,
L00378,ECaphSn5EfCoAA4eHzdziQ,75.5,96.0,
L00379,nrFo3TBHEeuFYg7AZmoFgw,87.4,97.3,
L00379,rRuCaMTEEe-21A5KKJdafQ,76.1,95.6,
L00379,dIXkQ2EhEe2SvBK6JFNO6w,79.1,71.1,
L00379,EocgQDiGEeqT_hISYQ1H_Q,94.3,59.6,
L00379,HwAv3zoXEfC3HAr_0KfBDw,99.1,74.2,
L00379,WWSA3xcZEeiCFxLufxBVEg,79.6,91.0,
L00379,4F94_Ze0EeezDBJTB6BTgg,76.1,100.0,
L00379,6LLc2YI-EemiFA4-ZLNvHA,92.4,100.0,
L00380,fme1qjmZEe-9Ig7qA4dB5w,50.7,65.9,
L00380,gYUpCHmKEe-LiAr_7NWd6w,78.8,77.5,
L00380,VivQGEdIEemEVA7yMJH7Bg,23.5,70.4,
L00381,GutC4Nm9EeWkoRJloSKtsw,85.2,35.6,
L00381,hQ7Kh2EzEe-IJwr_9LLznw,95.4,28.3,
L00381,i7DCEerTEe6FNA7nQoA3-Q,32.5,100.0,
L00382,gkmkuugbEe-mrRK-FPQYAw,57.0,64.1,
L00382,DtoktniVEey3rxIS7UGl2w,43.8,39.2,
L00382,lMvE_shKEeyduw6ktL3Xvw,60.1,40.2,
L00382,Yv-LyNp0Ee69uBLZYnHtQQ,34.8,18.1,
L00382,EZfRlyCsEe6BNQpjxVVR9w,22.3,77.1,
L00382,O5r0uJzoEe2p_A5TjZf84Q,24.5,25.7,
L00382,u5q_cAmkEey7UArf-9pKDQ,32.8,45.7,
L00383,zjABf_mkEe-WoRL0uMzXDQ,36.1,71.6,
L00383,Je0f0E-CEei9LxLVWubbmA,63.2,85.8,
L00383,cTc2hxW9Ee65cQq_wi-deQ,76.5,70.6,
L00383,U0TiCS1jEe-YcA77IVc2yQ,68.2,61.3,
L00383,7EjGOWOREeiuEQ54ft6NYA,50.3,48.1,
L00383,ytx4ot_hEeWMnxIxxhnhTw,77.8,72.7,
L00383,v8OoiS2zEe2qswqioZD8GQ,67.8,85.4,
L00383,oiqJuXMFEeys9RJMWW48Yw,83.4,98.5,
L00385,fYKoQYbXEe-DEBK9SfSQ3Q,50.9,51.1,
L00385,SIVHVJVXEeyprAo1RJLH8Q,75.6,86.8,
L00385,ercnlbcPEe633hLyyfBA1Q,48.1,97.3,
L00385,smD5pVdyEeufpw6SmrNCpQ,53.7,39.0,
L00385,VHn1U8dvEe6ZNA73mnHk1w,61.7,53.6,
L00385,xyjvS5lkEeuG-w7Ew7bzMQ,59.3,70.1,
L00385,GPp8-jxTEea1eg6YQeunOw,73.0,54.2,
L00387,t2Gp3snCEemHiQqglUGzsg,53.7,75.7,
L00389,zJyTJhpNEeyZ9BL8TB78QQ,79.0,85.9,
L00390,diHI9cUTEe62DQ4e1CW1Vw,53.2,80.0,
L00391,IMUdhjZyEeei6hJT8psMrA,53.1,72.5,
L00393,lEgYhVs9Ee-HJQr_z1qFow,69.7,76.3,
L00393,CLsSWakuEeyjPxJkzIUqCw,60.4,69.2,
L00393,5Ih5rOq7EeODsBIxORBKNw,72.4,88.8,
L00393,NHzNJSifEe-QGRKR-lolWw,58.6,88.7,
L00393,pnR9KTLGEe-MmBK4EgZ1qQ,71.1,72.2,
L00393,8gwth_AyEe-sAw4IUmNkyw,87.0,57.1,
L00393,1S6QKVwgEey28A5X3O2k3Q,86.5,86.4,
L00393,NvjGfPeCEeSW1SIAC3oCCQ,98.4,88.3,
L00393,Q6N_C2PuEfCA0Qr_wn9qKQ,100.0,81.6,
L00393,YVCTmMsbEe6yPA6XZZ8H4Q,100.0,86.2,
L00395,E-rWwkhsEe-SdxJ_Axw1wQ,64.7,94.0,
L00397,mkmhEHmREe-cBRK_mZB3Bw,72.2,74.1,
L00397,Xz5TCKwSEeq-thK_Hum5cw,78.8,80.5,
L00397,FPbJ1zWKEe2fgRKcLe05yw,62.1,63.1,
L00397,ckDSFEgyEe--LxKeIkG8pQ,47.2,77.5,
L00397,j-gnfhGcEe2zqRIXQVOwlw,47.7,51.5,
L00398,hA9auKrnEe6oQA6J-7B2nw,64.7,37.5,
L00398,hbQ8PRTAEeuNlAqHwg6G6w,42.5,56.7,
L00398,thrnhaYlEeyjPxJkzIUqCw,71.0,51.3,
L00398,i5eo_CvmEfCfYRK_JFNrvw,70.7,70.2,
L00398,X_C_ikhjEe--LxKeIkG8pQ,39.3,73.4,
L00398,PT1MODhuEe-xLxIpRr2Opw,49.3,58.4,
L00398,upp7TBxnEe-Ojg4Sufxjbw,88.8,32.8,
L00398,9blGDVaNEey6oQ6bGqWraw,63.4,100.0,
L00398,9U5MYWmYEfCZGgr_9NheMw,82.1,66.5,
L00398,ev_UIl8-EeyGyBIIdSsL5w,96.6,75.1,
L00398,Se-FyWzAEfCg9wr_w-3how,70.4,87.1,
L00399,i2Uj-RsyEe6n7gpaVjGbbw,32.6,60.7,
L00400,rFJEh7nyEe2oxw5qVgw_VQ,68.5,83.4,
L00400,Q7x0pqjfEeyjPxJkzIUqCw,79.8,80.5,
L00400,zPJd-LYxEeq5FxIuGjWV7Q,84.7,100.0,
L00400,YWZXIngQEe2QHRL3YiV0EQ,72.3,86.2,
L00400,-zt5vHGnEe6gdA7snxMh_w,77.4,89.3,
L00400,7rqI8qksEeyxDg4ukgkVlw,97.9,94.7,
L00400,eFChULUZEeiYLwouRmATLA,76.0,88.5,
L00400,yDsnr3BxEe-CUA7-5BJkaw,84.8,91.4,
L00400,Q5hXkHhBEfC7OQr_zJGmPw,100.0,86.8,
L00400,Ure5_IhEEe6MNAqxPFxNyQ,90.9,91.8,
L00400,kz96riq5EeyavRI3rIvGvQ,95.8,86.1,
L00400,XH1-4KJWEe-M0A6J7VObuQ,82.2,92.7,
L00401,zDyGXee1Ee-ccQr_xjRSew,90.7,66.9,
L00401,gecDQiqrEfCjpBLgHCS35w,19.9,54.9,
L00401,m499HyoiEe2RlwpDo6cljw,15.3,72.4,
L00401,UBsO5bgmEeqSfRIG7Ssz0Q,27.1,71.4,
L00401,dpH3AKXTEeiH3AqX3raR7A,22.0,81.0,
L00401,8t8BgTiNEe-hvAr_8yolJQ,44.9,95.9,
L00401,_sMYAlQrEe-I0A5E-qvlhw,42.7,88.2,
L00403,BEfVDBW-Ee65cQq_wi-deQ,68.6,62.1,
L00404,ZCd-QjAMEeeKJxI6bfgV9g,44.8,68.1,
L00404,RNGzkgNzEe612QpSO89dGw,57.9,77.9,
L00404,QKGzLQoYEeWKzSIAC7Uk8A,44.7,67.8,
L00404,d6uhqNCoEeigTQ74_Wg0eg,45.4,49.2,
L00404,KDpdcxuGEea2Gw5ROLcooQ,62.9,78.1,
L00404,BJiO8iycEeykCg4HPggu6Q,59.6,60.7,
L00404,0TJ9UhmCEeiuHA6DNkf16g,58.6,75.9,
L00404,_HnWrRtDEeWP9g4JMjGIiQ,67.0,64.1,
L00404,1oJb3Q_bEeWMFBICvJtBuQ,88.8,74.2,
L00404,3poShluBEeu1URLEECyWWw,79.5,74.4,
L00405,l4DXG4kSEeilVg59zCpqsg,69.8,65.4,
L00405,CFCizmQNEfC45BIAtiUsVw,60.0,97.5,
L00405,ER3aJiffEemfRQrtPorF0A,97.3,54.2,
L00406,piI3I3igEeeogw6Liqr3Tg,64.6,89.9,
L00406,C0_rTlReEe6GcQrMUvBMvQ,91.5,93.9,
L00407,hcgbODGUEfC17w4d32lFFQ,42.5,39.5,
L00407,fHPh9voOEe-glg6vww23RQ,52.9,99.7,
L00407,LCG_NPhhEe-WoRL0uMzXDQ,95.4,64.3,
L00407,smF4Qc9mEe65Mwqc6CotZw,66.0,76.7,
L00407,IbtWNphcEeqwnwrQgE7Raw,56.0,52.7,
L00407,ZQwtQLrjEemYCAoSEpYMkg,69.5,76.4,
L00407,wwfQLxPgEea5AhKljEPF0Q,87.1,65.9,
L00407,Zc5XLAmoEeyfCRK_crecDw,72.2,54.5,
L00407,MrT4mUJbEeuVrwrlQzvd6w,71.9,72.1,
L00407,cyY9st83EeaOxRITIX-jtA,100.0,57.6,
L00407,034DEyW-EfC81Ar_zAZhPw,85.2,58.5,
L00408,V4m7Xf5qEeS9ISIACxWDhA,26.7,65.3,
L00408,84PVT087EeuN9A5_DsIBjQ,71.5,55.2,
L00408,KMSTbbR4Ee2MNRLdxpojNw,61.2,74.5,
L00408,oktfNQTMEeuHyg6slhbdmw,40.4,36.0,
L00408,Ow_srCSKEe6jFxJKiRv48w,28.3,45.6,
L00408,MMzF1WCTEe-e0g4kKcdYJQ,5.5,50.6,
L00409,lWF4VQv4EeuQLQ7gdJjc0Q,62.5,48.8,
L00409,bp7pG7RzEe2MNRLdxpojNw,42.8,31.9,
L00409,GV4wa0jOEe6DJA6o-8C84Q,25.6,88.2,
L00410,gt5ybBU-EeWhTg59fTWfpQ,75.1,93.0,
L00410,y1cP2XdkEe--2Qr_zlVBGQ,71.4,71.7,
L00410,kE3kRVnlEe2gzxKTs6WidQ,87.7,100.0,
L00410,asvkijkNEe-xLxIpRr2Opw,84.5,79.9,
L00410,fDPTUqkzEeyxDg4ukgkVlw,74.3,83.7,
L00410,cU9m9EjfEe6ybQr7spg82Q,88.6,70.7,
L00410,WFRV5ZVGEeaPOA7y0lv8VQ,83.2,98.0,
L00410,7xEq48ZsEeyPHw4TOHPuFQ,88.1,75.5,
L00410,vivaL9B3EeesLg4eQ_-o2A,91.5,79.1,
L00410,0A1hN_cMEe6b_Ar_9IRNEQ,95.9,82.4,
L00411,-nkoihN6EeWCWhKuhISYpw,85.2,52.5,
L00413,1H3u7HcEEeyrDAqvINCGXQ,63.7,91.9,
L00413,n3eYW32rEfC2OhKwGgKtJw,90.2,88.9,
L00413,eZV5mn6oEfC0phLnRPWG8Q,82.7,100.0,
L00413,AJKiEwBhEeyqpRL9ChOPjQ,94.5,67.1,
L00413,hrOeCZFUEeqleQ5Tv6vGew,79.8,79.0,
L00413,8SPEoA58Ee2zRA7NWtym9Q,78.3,96.5,
L00414,_sMYAlQrEe-I0A5E-qvlhw,46.5,63.9,
L00414,86rPI_XZEe6fxBKHZHPURQ,77.9,55.1,
L00414,pOierJeaEe6AFxJXMEb-hw,87.0,50.1,
L00415,XvJBLJVHEea0-w59UvC4Ag,81.4,58.3,
L00415,SCY7Gw3IEe-PZgr_4p5lOw,60.3,95.2,
L00415,mHJub4plEe6Zzg6NXTqukw,80.1,84.1,
L00415,ygZOVi_tEe-YcA77IVc2yQ,83.7,88.3,
L00415,nksFZ7DkEeq7wAqKKlte4w,81.4,91.2,
L00415,wl8YWBatEe-r_Ar_6dbL9Q,73.8,100.0,
L00415,GQLXd-39Ee-GKw4xJmSE0Q,78.7,79.9,
L00417,46R2i1BAEe-MDQr_2VUPzw,79.4,64.0,
L00417,hZ_WK2lmEe-zXBID9Vp6zQ,72.1,88.6,
L00417,ONqjrYvhEe-Prw4pgRltBQ,97.9,93.3,
L00418,ZqjDs9JWEe2_vw4ejszVZQ,57.7,60.2,
L00419,8OBEIuMzEe2K_QqxsZIVkQ,50.0,67.6,
L00419,KAjH9lJmEe6LDQrRjD322Q,67.8,63.1,
L00419,Ql2wOm9EEe-CUA7-5BJkaw,62.0,93.3,
L00419,Y5ibViS4EeuivA7R590UPw,55.7,84.5,
L00419,wnAOwYaIEeupiwq8Pcj9Mw,75.0,48.6,
L00419,r7z6IJ1AEe-YGxLgAnnuGQ,52.6,66.1,
L00419,CrTQ-HcpEe24qw7yCbSVjw,71.6,86.3,
L00420,Ld8dfjBHEeuN1gopiww94Q,40.8,98.1,
L00420,WeDJ_j1kEeu69wp-PD8q4Q,57.9,64.5,
L00420,uU4Uo4SKEe-uPQ6cY8b-gw,59.9,51.5,
L00420,wxyvxEMQEfC0sQr_9lgCRw,63.0,81.1,
L00420,UCVlZaWxEeSHRCIACyUEiQ,66.9,71.5,
L00420,8nGoI2F0Ee-IJwr_9LLznw,78.9,60.6,
L00420,CBugpZz5Eeu8vQ6_amrEUw,81.0,66.6,
L00420,pj1sjRapEey_dQpvWp7EqQ,39.9,73.3,
L00423,_24PAen3Ee2B5Q7slTWOqw,39.4,71.6,
L00423,caUavg4QEeaY6ApZCjoQPw,56.2,30.0,
L00424,mVdNAJwbEe-YGxLgAnnuGQ,67.8,96.2,
L00424,qyI8dn0IEeuV5Q4JzJFoXQ,63.0,89.8,
L00424,vQj0id7PEey0uQ74Jk0S7w,54.1,77.4,
L00424,0xaPTakzEeywagovoAKHOQ,75.2,62.5,
L00424,R1xPlXlzEeW3pg6oA-kqJQ,36.7,57.5,
L00424,2YbmOYFTEe-L8RKezlgehQ,66.9,53.2,
L00425,wPolI88hEemmpg7Oq2Di7A,47.2,73.9,
L00425,cYB-rzxyEfCvexL6Zx2PNQ,46.4,77.1,
L00425,fsXdLVj5EeyOjwqcMrh_EQ,73.0,74.9,
L00425,r6hDKrFkEe6oQA6J-7B2nw,73.0,43.1,
L00425,zfEdwzUOEe-9Ig7qA4dB5w,55.7,61.1,
L00425,bU8nHhtHEeWo5g5SXpDA8Q,60.1,73.7,
L00425,YNmpTktXEe-xZA5vzJyFBw,54.6,71.3,
L00425,F34ntUPSEe2bRg79-gitVQ,62.8,72.2,
L00425,GcDufEY1Ee-_Zwr_8MK9PQ,67.4,65.5,
L00427,VlDFTz40Ee-xLxIpRr2Opw,41.4,80.2,
L00428,lX1G4a1EEe2F9wqQySoEGQ,77.4,73.1,
L00428,zrYdaWOwEe-e0g4kKcdYJQ,75.0,72.3,
L00428,adKQfRwWEe-PPwr_wwAp2Q,52.7,65.2,
L00430,oUJ58VQ6EfCW8Q55q1kSNQ,68.5,57.0,
L00430,NOHZrQk_Ee6HzQpZ8Oab5Q,44.0,58.3,
L00430,U91KyvVIEeWXlhKbABJa6Q,66.6,62.7,
L00430,c0WVzCh4Ee2ebw7xojjXvw,73.2,69.8,
L00430,LYrlUQh0Ee6qxxJMO02QfQ,64.8,71.0,
L00430,Y2yPXYLUEe2QuwoNDUU5kw,62.6,81.7,
L00431,HxQCa2MlEfCy5w726iKh0Q,72.5,71.1,
L00431,z9eHAmQTEfCojQ5dam_BUQ,83.8,92.4,
L00431,UyEzliS0EeuzhhKVpJt8Dw,83.7,80.5,
L00431,WVasvB6JEe-Ojg4Sufxjbw,100.0,70.9,
L00431,NWa_T_NgEe6b_Ar_9IRNEQ,84.1,82.5,
L00431,SCvqq2PbEe-D_Qr_6kpdRQ,80.1,85.7,
L00431,uPlvNanpEeq_tQ7r_WqHcw,59.5,87.3,
L00431,wPh4XhgaEe-ufw7mfnZipw,87.6,97.2,
L00432,n812L0FlEfC6-g6hfV5HWQ,34.7,29.2,
L00432,mEFLrDI7Ee-YcA77IVc2yQ,60.4,83.4,
L00432,OVU48FmJEeu3_xIeBrtbdw,61.2,37.8,
